Departamento;     Documento;     Nombres;     Apellidos;     Observaciones;     Tipo_Producto;     Nombre_Producto;    ISBN/ISSN;     Tipo_Obra;     Publicado_en;     País;     Año;     Idioma;     Volumen;     Página;     Nombre_del_Capítulo;     Carácter;     Idioma_Destino;     Entidad;     Número/Código_Registro;     Observaciones_Extra
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Proposal for Interoperability Standards Applications in the Health Sector;0302-9743;-;Lecture Notes In Computer Science;-;2015;Sin Información;9044;153 a 164;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;LAN Traffic Forecasting Using a Multi Layer Perceptron Model;0302-9743;-;Lecture Notes In Computer Science;-;2014;Sin Información;8638;399 a 407;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación de la Calidad del Servicio para Voz sobre Protocolo de Internet (VoIP) en Redes WIMAX sobre Ambientes IP/MPLS;0718-0764;-;Información Tecnológica;-;2014;Sin Información;25;24 a 38;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación de Protocolos de Señalización en Multiprotocolo Generalizado de Conmutación de Etiquetas (GMPLS) Capaces de Conmutar Paquetes y Longitudes de Onda;0718-0764;-;Información Tecnológica;-;2014;Sin Información;25;55 a 66;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Desempeño de un modelo de tráfico multivariable que permita estimar el valor medio del Throughput;0120-6230;-;Revista Facultad De Ingenieria;-;2013;Sin Información;67;52 a 62;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;DFT study of the pressure influence on the electronic and magnetic properties of GaxMn1-xN compound;0035-001X;-;Revista Mexicana De Fisica;-;2013;Sin Información;59;488 a 492;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación de los protocolos OSPF-TE y BGP en funciones de autodescubrimiento para L1VPN sobre GMLPS;0123-921X;-;Tecnura;-;2012;Sin Información;16;131 a 144;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación del tiempo de recuperación de fallas para LSP L1VPN sobre redes GMPLS;0123-921X;-;Tecnura;-;2012;Sin Información;16;56 a 66;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Propuesta de interconexión mediante técnicas de entunelamiento de islas IPV6 a través de una infraestructura de core MPLS/IPV4 con enrutadores de distribución doble pila;0123-921X;-;Tecnura;-;2012;Sin Información;16;50 a 58;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Brecha Digital por estatus socio-económico en la localidad de Ciudad Bolivar de Bogotá (Colombia);0718-0764;-;Información Tecnológica;-;2012;Sin Información;23;63 a 72;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Implementando un mecanismo Anti-SPIT con base en identidad SIP;0123-2126;-;Ingenieria Y Universidad;-;2011;Sin Información;15;535 a 556;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Estudio comparativo de la utilización de ancho de banda con los protocolos SIP e IAX;0123-921X;-;Tecnura;-;2012;Sin Información;16;171 a 187;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Redes Multidifusión utilizando conmutación de etiquetas multiprotocolo y estándares de Señalización;0718-0764;-;Información Tecnológica;-;2012;Sin Información;23;43 a 50;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Artículo Implementando un mecanismo contra telefonía en Internet no solicitada (3 autores), Revista de Ingeniería, Univ. Javeriana, Vol. 15, año 2011, indexada en categoría A2 por Colciencias;0123-2126;-;Ingenieria Y Universidad;-;2011;Sin Información;15;535 a 556;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;IPv6 sobre ATM;0123-921X;-;Tecnura;-;2011;Sin Información;15;120 a 127;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;ANALISIS Y EVALUACIÓN DEL ROUTING INFORMATION PROTOCOL RIP;0123-921X;-;Tecnura;-;2010;Sin Información;27;89 a 108;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Desempeño de la calidad del servicio (QoS) sobre IPv6;0123-921X;-;Tecnura;-;2011;Sin Información;28;32 a 41;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Metodología crisp para la implementación Data Warehouse;0123-921X;-;Tecnura;-;2010;Sin Información;14;35 a 48;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Enrutamiento basado en el algoritmo de Dijkstra para una red de radio cognitiva;0123-921X;-;Tecnura;-;2011;Sin Información;30;94 a 100;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Aplicaciones del modelo On/Off al tráfico agregado en las redes de comunicaciones;0123-921X;-;Tecnura;-;2011;Sin Información;30;129 a 147;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Performance evaluation in MPLS/IP datanetworks;0120-6230;-;Revista Facultad De Ingenieria;-;2009;Sin Información;50;181 a 187;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Modelo ARIMA para pronosticar valores de tráfico en una red de datos Wi-Fi;0120-5609;-;Ingeniería E Investigación;-;2009;Sin Información;29;65 a 69;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Modelo de propagación de interiores para la Facultad Tecnológica de la Universidad Distrital;0121-750X;-;Ingeniería;-;2008;Sin Información;13;23 a 28;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Desarrollo de un sistema de comunicación remota vía modem con un PC que se encuentra apagado;0124-2253;-;Revista Científica;-;2008;Sin Información;10;47 a 55;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;A PROPOSAL BASED ON TIME SERIES TO PREDICT TRAFFIC VALUES INSIDE;6055-8660;-;Iiwas2009;-;2010;Sin Información;4;564 a 568;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;tutorial for the design of FIR Digital Filters over FPGA;0121-750X;-;Ingeniería;-;2009;Sin Información;14;13 a 17;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Networks and their traffic in multiplayer games;0124-2253;-;Revista Científica;-;2016;Sin Información;1;100 a 109;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Traffic model for the interconnection of networks and operators using MPLS-TE;0121-1129;-;Revista Facultad De Ingeniería;-;2017;Sin Información;26;85 a 94;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Proposal to handle the interoperability of clinical information systems across different stakeholders;0302-9743;-;Lecture Notes In Computer Science;-;2015;Sin Información;9545;350 a 352;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Análisis del estado actual de la salud pública bajo el marco de la interoperabilidad;1909-9851;-;PuenteRevista CientificaUniversidad Pontificia Bolivariana Seccional Bucaramanga;-;2015;Sin Información;9;7 a 13;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Desempeño de los protocolos de enrutamiento MESH;2248-762X;-;Redes De Ingenieria;-;2014;Sin Información;5;40 a 46;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Spectrum Forecast Using Propagation Losses of the Okumura-Hata Model;2039-5086;-;International Journal On Communications Antenna And Propagation;-;2016;Sin Información;6;328 a 335;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación del desempeño de filtro adaptado para radio cognitiva;2248-762X;-;Redes De Ingenieria;-;2013;Sin Información;4;16 a 27;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Performance Evaluation in IP/MPLS Networks;1666-6038;-;Journal Of Computer Science And Technology;-;2008;Sin Información;1;1 a 4;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Diseno de una Red ATM y Frame Relay en OPNET;9788-5996;-;5th Contecsi;-;2008;Sin Información;1;309 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Modelo de trafico WIMAX basado en series de tiempo para predecir futuros valores de datos;9788-5996;-;5th Contecsi;-;2008;Sin Información;1;291 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Redes Opticas: Una Aplicacion para la Sociedad del Conocimiento;846900258;-;Simposio Internacional de sistemas de informacion;-;2006;Sin Información;1;39 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Una aplicacion a la sociedad del conocimiento: Metro Ethernet;846900258;-;Simposio Internacional de sistemas de informacion;-;2006;Sin Información;1;13 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Metodologia AntiSpit Basada en Identidad SIP;2008-0000;-;Memorias Contecsi;-;2008;Sin Información;5;430 a 437;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;HERRAMIENTA COMPUTACIONAL PARA CONTROL DE CALIDAD DE DATOS OCEANOGRAFICOS;2008-0001;-;Memorias CDTIC;-;2008;Sin Información;1;34 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Redes neuronales artificiales, una aplicacion a la tasa de cambio nominal;846900258;-;Simposio Internacional de sistemas de informacion;-;2006;Sin Información;1;72 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Metodologia Antispit basada en identidad SIP;9788-5996;-;5th Contecsi;-;2008;Sin Información;1;319 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Diseño de una red frame relay - ATM con simulacion opnet;1934-2723;-;Revista iberomericaca en sistema, cibernetica e informatica (CISCI);-;2008;Sin Información;1;173 a ;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Desarrollo de una herramienta compuatcional para validar datos de tipo oceanograficos;1934-2723;-;Revista iberomericaca en sistema, cibernetica e informatica (CISCI);-;2008;Sin Información;1;75 a 82;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Una revision de SIP como metodologia AntiSpit;1934-2723;-;Revista iberomericaca en sistema, cibernetica e informatica (CISCI);-;2008;Sin Información;1;81 a 87;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Information and Identity Theft Without ARP Spoofing in LAN Environments;0302-9743;-;Lecture Notes In Computer Science;-;2016;Sin Información;10018;164 a 171;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Design of an Architecture of Communication Oriented to Medical and Sports Applications in IoT;0302-9743;-;Lecture Notes In Computer Science;-;2016;Sin Información;10070;362 a 367;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Design of an Architecture for Medical Applications in IoT;0302-9743;-;Lecture Notes In Computer Science;-;2016;Sin Información;9929;263 a 270;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Colombian Regulations for the Implementation of Cognitive Radio in Smart Grids;0302-9743;-;Lecture Notes In Computer Science;-;2016;Sin Información;10047;244 a 258;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Migración de redes de voz IPv4 a IPv6;0123-921X;-;Tecnura;-;2012;Sin Información;16;76 a 87;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Artículo de revista;Evaluación de redes MPLS/VPN/BGP con rutas reflejadas;0123-921X;-;Tecnura;-;2012;Sin Información;16;107 a 116;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Libros;Uitlización De Herramientas Gratuitas Que Permitan Evaluar La Calidad Del Servicio En Redes Mpls (3 Autores);978-84-686-1292-8;-;Bubok;-;2012;Sin Información;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Libros;Ospf-Te Y Bgp Como Protocolos De Autodescubrimiento Sobre Gmpls;9783659048005;-;Editorial Académica Española;-;2012;Sin Información;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Libros;Encaminamiento Utilizando Path Computation Element Sobre Redes Gmpls;978-3-659-05126-5;-;Editorial Académica Española;-;2012;Sin Información;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Libros;Modelamiento De Tráfico En Series De Tiempo Para Redes De Datos (3 Autores);978-3-659-02100-8;-;Editorial Académica Española;-;2012;Sin Información;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Capítulos de Libros;-;978331910355;-;Internet of things, smart spaces, and next generation networks and systems;-;2014;Sin Información;-;-;Traffic Analysis and Prediction;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Capítulos de Libros;-;978-1-908320-36-0;-;International Conference On Information Society;-;2014;Sin Información;-;-;Dijkstra Algorithm Based Reliability Model;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Capítulos de Libros;-;978-1-908320-36-0;-;International Conference On Information Society;-;2014;Sin Información;-;-;Legal Assessment of the Use of Deep Packet Inspection or DPI in telecommunication networks in Colombia;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Capítulos de Libros;-;978-1-4503-3027-5;-;Proceedings Of The 10th Acm Symposium On Qos And Security For Wireless And Mobile Networks;-;2014;Sin Información;-;-;Traffic forecasting using a multi layer perceptron model;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Capítulos de Libros;-;9789588791609;-;Filosofía Y Teoría Política;-;2014;Sin Información;-;-;Marcos de análisis relevantes para el estudio de las Políticas Públicas;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Productos Tecnológicos;Software Aplicación Firmas Digitales y Cifrado Distribución Aplicación de Escritorio;-;-;-;-;2011;-;-;-;-;-;-;Sin Información;;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Productos Tecnológicos;Aplicación algortimos ruta más corta;-;-;-;-;2011;-;-;-;-;-;-;Sin Información;;-
Departamento de Ingeniería de Sistemas e Industrial;123;Octavio José;Salcedo Parra;-;Productos Tecnológicos;APLICACIÓN FIRMAS DIGITALES Y CIFRADO DISTRIBUCIÓN APPLET DE JAVA;-;-;-;-;2011;-;-;-;-;-;-;Sin Información;;-
